title,listing_url,status,transaction,furnishing,facing,bhk,locality,property_id,scraped_timestamp,price_in_lacs,total_floors,price_per_sqft,area_sqft_imputed,floor_number
"4 BHK Flat for Sale in Sector 115, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3987-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-115-in-Noida&id=4d423831373239383733,Unknown,New Property,Unfurnished,Missing,4,"Sector 115, Noida",4d423831373239383733,2025-10-15T17:59:24.857735+00:00,738.0,22,74772.03647416414,987.0,10
"3 BHK Flat for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831353633343631,Ready to Move,New Property,Unfurnished,Missing,3,"Noida Extension, Noida",4d423831353633343631,2025-10-15T17:59:24.858570+00:00,216.0,22,105365.85365853658,205.0,10
"4 BHK Flat for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3550-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423831343837353835,Unknown,New Property,Unfurnished,Missing,4,"Sector 107, Dadri Road, Noida",4d423831343837353835,2025-10-15T17:59:24.859388+00:00,603.0,22,379245.28301886795,159.0,10
"3 BHK Flat for Sale in Sector 128, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2163-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-128-in-Noida&id=4d423831373731303233,Unknown,New Property,Unfurnished,Missing,3,"Sector 128, Noida Express Way, Noida",4d423831373731303233,2025-10-15T17:59:24.860194+00:00,692.0,22,88152.86624203822,785.0,10
"3 BHK Flat for Sale in Sector 152, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1775-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-152-in-Noida&id=4d423831343739323333,Unknown,New Property,Unfurnished,Missing,3,"Sector 152, Noida Express Way, Noida",4d423831343739323333,2025-10-15T17:59:24.861528+00:00,257.0,22,33161.290322580644,775.0,10
"3 BHK Flat for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2040-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423831373835343131,Unknown,New Property,Unfurnished,Missing,3,"Sector 150, Pusta Road, Noida",4d423831373835343131,2025-10-15T17:59:24.863770+00:00,291.0,22,727500.0,40.0,10
"4 BHK Flat for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3740-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423739323834393131,Unknown,New Property,Semi-Furnished,North - East,4,"Sector 107, Dadri Road, Noida",4d423739323834393131,2025-10-15T17:59:24.865176+00:00,579.0,22,78243.24324324324,740.0,4
"4 BHK House for Sale in Sector 150, Pusta Road Noida",https://www.magicbricks.com/propertyDetails/4-BHK-4800-Sq-ft-Residential-House-FOR-Sale-Sector-150-in-Noida&id=4d423831353638393337,Ready to Move,New Property,Unfurnished,Missing,4,"Sector 150, Pusta Road Noida",4d423831353638393337,2025-10-15T17:59:24.866155+00:00,360.0,22,46519.66372185808,0.0,10
"5 BHK Flat for Sale in Sector 137, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/5-BHK-2275-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-137-in-Noida&id=4d423739313139363833,Ready to Move,Resale,Semi-Furnished,North - East,5,"Sector 137, Noida Express Way, Noida",4d423739313139363833,2025-10-15T17:59:24.867370+00:00,350.0,19,42944.78527607362,815.0,5
"3 BHK Flat for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1565-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423830393233303235,Ready to Move,Resale,Unfurnished,East,3,"Noida Extension, Noida",4d423830393233303235,2025-10-15T17:59:24.868579+00:00,180.0,22,31858.40707964602,565.0,11
3 BHK Flat for Sale in Noida,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Noida&id=4d423831373432303635,Ready to Move,New Property,Semi-Furnished,East,3,Noida,4d423831373432303635,2025-10-15T17:59:24.869567+00:00,84.0,6,70000.0,120.0,4
"3 BHK Flat for Sale in Sector 78, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-78-in-Noida&id=4d423831333939393031,Ready to Move,Resale,Semi-Furnished,East,3,"Sector 78, Noida",4d423831333939393031,2025-10-15T17:59:24.870743+00:00,172.0,14,28666.666666666668,600.0,11
"3 BHK Flat for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1340-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831313338333339,Ready to Move,Resale,Semi-Furnished,South -West,3,"Noida Extension, Noida",4d423831313338333339,2025-10-15T17:59:24.871958+00:00,135.0,21,14516.129032258064,930.0,20
"3 BHK Flat for Sale in Sector 121, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1620-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-121-in-Noida&id=4d423831353837343533,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sector 121, Noida",4d423831353837343533,2025-10-15T17:59:24.873067+00:00,275.0,28,639534.8837209302,43.0,12
"3 BHK Flat for Sale in Sector 74, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1505-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-74-in-Noida&id=4d423831373439313737,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sector 74, Noida",4d423831373439313737,2025-10-15T17:59:24.874163+00:00,155.0,19,30693.069306930694,505.0,12
"3 BHK Flat for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1375-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423830333833363031,Ready to Move,Resale,Semi-Furnished,North - West,3,"Noida Extension, Noida",4d423830333833363031,2025-10-15T17:59:24.875375+00:00,120.0,22,32000.0,375.0,30
"3 BHK Flat for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1675-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423739393933343633,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sector 150, Pusta Road, Noida",4d423739393933343633,2025-10-15T17:59:24.876636+00:00,200.0,30,29629.62962962963,675.0,4
"3 BHK Flat for Sale in Sector 75, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1748-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-75-in-Noida&id=4d423737363937333135,Ready to Move,Resale,Semi-Furnished,West,3,"Sector 75, Noida",4d423737363937333135,2025-10-15T17:59:24.879535+00:00,220.00000000000003,22,29411.764705882357,748.0,13
"3 BHK Flat for Sale in Sector 143, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-143-in-Noida&id=4d423732313534353035,Ready to Move,Resale,Unfurnished,West,3,"Sector 143, Noida Express Way, Noida",4d423732313534353035,2025-10-15T17:59:24.881740+00:00,170.0,25,30909.090909090908,550.0,1
"4 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3300-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423732363134363635,Ready to Move,Resale,Semi-Furnished,North - East,4,"Sector 107, Dadri Road, Noida",4d423732363134363635,2025-10-15T17:59:37.704799+00:00,610.0,4,196774.1935483871,310.0,4
"4 BHK Flat  for Sale in Sector 78, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2800-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-78-in-Noida&id=4d423739333639303035,Ready to Move,Resale,Furnished,East,4,"Sector 78, Noida",4d423739333639303035,2025-10-15T17:59:37.706578+00:00,532.0,34,66500.0,800.0,32
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1675-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423739303937303733,Ready to Move,Resale,Semi-Furnished,East,3,"Sector 150, Pusta Road, Noida",4d423739303937303733,2025-10-15T17:59:37.708278+00:00,195.0,32,975000.0,20.0,25
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423831333133353231,Ready to Move,Resale,Semi-Furnished,East,3,"Sector 150, Pusta Road, Noida",4d423831333133353231,2025-10-15T17:59:37.710076+00:00,168.0,32,42000.0,400.0,11
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1490-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423735383839323831,Ready to Move,Resale,Semi-Furnished,East,3,"Noida Extension, Noida",4d423735383839323831,2025-10-15T17:59:37.713482+00:00,125.0,19,65104.166666666664,192.0,12
"4 BHK Flat  for Sale in Noida Golf Course, Sector 43, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3135-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Golf-Course-in-Noida&id=4d423635373134343639,Unknown,Resale,Semi-Furnished,North - East,4,"Noida Golf Course, Sector 43, Noida",4d423635373134343639,2025-10-15T17:59:37.715877+00:00,625.0,26,462962.962962963,135.0,8
"3 BHK Flat  for Sale in Block A Sector 43, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1545-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-43-Block-A-in-Noida&id=4d423831323837323737,Ready to Move,Resale,Semi-Furnished,North - East,3,"Block A Sector 43, Noida",4d423831323837323737,2025-10-15T17:59:37.718020+00:00,310.0,28,1550000.0,20.0,10
"3 BHK Flat  for Sale in Sector 78, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2500-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-78-in-Noida&id=4d423739313434333333,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sector 78, Noida",4d423739313434333333,2025-10-15T17:59:37.719530+00:00,425.0,34,106250.0,400.0,2
"3 BHK Flat  for Sale in Sector 72, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-72-in-Noida&id=4d423737383134353831,Ready to Move,Resale,Semi-Furnished,East,3,"Sector 72, Noida",4d423737383134353831,2025-10-15T17:59:37.721241+00:00,48.0,5,5333.333333333333,900.0,2
"3 BHK Flat  for Sale in Sector 134, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1673-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-134-in-Noida&id=4d423830383339373531,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sector 134, Noida Express Way, Noida",4d423830383339373531,2025-10-15T17:59:37.723095+00:00,155.0,18,27050.61082024433,573.0,18
"4 BHK Flat  for Sale in Sadarpur, Sector 45, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3075-Sq-ft-Multistorey-Apartment-FOR-Sale-Sadarpur-in-Noida&id=4d423533343834393939,Ready to Move,Resale,Semi-Furnished,South - East,4,"Sadarpur, Sector 45, Noida Express Way, Noida",4d423533343834393939,2025-10-15T17:59:37.973334+00:00,370.0,20,42528.73563218391,870.0,11
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1775-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423739343630373537,Ready to Move,Resale,Semi-Furnished,East,3,"Noida Extension, Noida",4d423739343630373537,2025-10-15T17:59:37.974934+00:00,215.0,34,31851.85185185185,675.0,25
"3 BHK Flat  for Sale in Sector 75, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1525-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-75-in-Noida&id=4d423739313830373833,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sector 75, Noida",4d423739313830373833,2025-10-15T17:59:37.977225+00:00,220.00000000000003,20,51764.70588235295,425.0,7
"3 BHK Flat  for Sale in Sector 143B, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1900-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-143-B-in-Noida&id=4d423739333639313835,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sector 143B, Noida",4d423739333639313835,2025-10-15T17:59:37.979046+00:00,260.0,32,28888.88888888889,900.0,26
"3 BHK Flat  for Sale in Sector 75, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2124-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-75-in-Noida&id=4d423739343236313537,Ready to Move,Resale,Unfurnished,Missing,3,"Sector 75, Noida",4d423739343236313537,2025-10-15T17:59:37.981042+00:00,350.0,27,116666.66666666667,300.0,18
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2062-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423737353337333733,Unknown,Resale,Semi-Furnished,Missing,3,"Sector 150, Pusta Road, Noida",4d423737353337333733,2025-10-15T17:59:37.982743+00:00,280.0,20,451612.9032258064,62.0,5
"4 BHK Flat  for Sale in Sector 110, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2538-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-110-in-Noida&id=4d423739313434353635,Ready to Move,Resale,Semi-Furnished,East,4,"Sector 110, Dadri Road, Noida",4d423739313434353635,2025-10-15T17:59:37.984461+00:00,280.0,25,52044.60966542751,538.0,10
"4 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-1880-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423739313535313831,Ready to Move,Resale,Semi-Furnished,South - East,4,"Noida Extension, Noida",4d423739313535313831,2025-10-15T17:59:37.986127+00:00,152.0,20,17272.727272727272,880.0,4
"4 BHK Flat  for Sale in Sector 70, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-1839-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-70-in-Noida&id=4d423736383435333339,Ready to Move,Resale,Semi-Furnished,North - East,4,"Sector 70, Noida",4d423736383435333339,2025-10-15T17:59:37.988574+00:00,185.0,21,30833.333333333332,600.0,15
"3 BHK Flat  for Sale in Sector 50, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1750-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-50-in-Noida&id=4d423830303633393733,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sector 50, Noida",4d423830303633393733,2025-10-15T17:59:37.990231+00:00,254.99999999999997,9,36428.57142857142,700.0,7
"3 BHK Flat  for Sale in Sector 77, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1870-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-77-in-Noida&id=4d423831333036333637,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sector 77, Noida",4d423831333036333637,2025-10-15T17:59:37.992234+00:00,155.0,4,17816.091954022988,870.0,4
"5 BHK Flat  for Sale in Sector 45, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/5-BHK-3625-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-45-in-Noida&id=4d423734303435333639,Ready to Move,Resale,Unfurnished,Missing,5,"Sector 45, Noida Express Way, Noida",4d423734303435333639,2025-10-15T17:59:37.994635+00:00,610.0,25,97600.0,625.0,11
"4 BHK Flat  for Sale in Sector 45, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2465-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-45-in-Noida&id=4d423831363932343833,Ready to Move,Resale,Semi-Furnished,East,4,"Sector 45, Noida Express Way, Noida",4d423831363932343833,2025-10-15T17:59:37.997546+00:00,271.0,20,542000.0,50.0,12
"4 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3500-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423731363635393833,Unknown,New Property,Furnished,North - East,4,"Sector 150, Pusta Road, Noida",4d423731363635393833,2025-10-15T17:59:38.000205+00:00,490.00000000000006,20,178181.8181818182,275.0,10
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1464-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831313830363437,Ready to Move,Resale,Semi-Furnished,East,3,"Noida Extension, Noida",4d423831313830363437,2025-10-15T17:59:38.002008+00:00,88.0,20,18965.51724137931,464.0,10
5 BHK  House for Sale in Sector 27 Noida,https://www.magicbricks.com/propertyDetails/5-BHK-250-Sq-m-Residential-House-FOR-Sale-Sector-27-in-Noida&id=4d423634313136353833,Ready to Move,Resale,Unfurnished,North - East,5,Sector 27 Noida,4d423634313136353833,2025-10-15T17:59:38.003778+00:00,630.0,22,46519.66372185808,415.0,2
"4 BHK Flat  for Sale in Sector 104, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3180-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-104-in-Noida&id=4d423739313039333933,Ready to Move,Resale,Semi-Furnished,East,4,"Sector 104, Noida Express Way, Noida",4d423739313039333933,2025-10-15T17:59:38.005540+00:00,590.0,30,327777.77777777775,180.0,10
"3 BHK Flat  for Sale in Sector 143, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1340-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-143-in-Noida&id=4d423734313236333235,Ready to Move,Resale,Semi-Furnished,East,3,"Sector 143, Noida Express Way, Noida",4d423734313236333235,2025-10-15T17:59:38.007254+00:00,170.0,19,85000.0,200.0,17
"3 BHK Flat  for Sale in Sector 78, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-78-in-Noida&id=4d423739313436313239,Ready to Move,Resale,Semi-Furnished,East,3,"Sector 78, Noida",4d423739313436313239,2025-10-15T17:59:38.009768+00:00,220.00000000000003,22,40000.00000000001,550.0,6
"4 BHK Villa for Sale in Sector 49, Dadri Road Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2800-Sq-ft-Villa-FOR-Sale-Sector-49-in-Noida&id=4d423831353038383631,Ready to Move,Resale,Semi-Furnished,East,4,"Sector 49, Dadri Road Noida",4d423831353038383631,2025-10-15T17:59:38.012797+00:00,424.0,22,53000.0,800.0,10
"3 BHK Flat  for Sale in Sector 137, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1695-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-137-in-Noida&id=4d423830393330323933,Ready to Move,Resale,Furnished,Missing,3,"Sector 137, Noida Express Way, Noida",4d423830393330323933,2025-10-15T17:59:48.044728+00:00,135.0,24,19424.460431654676,695.0,16
"3 BHK Flat  for Sale in Sector 104, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1759-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-104-in-Noida&id=4d423734363438333433,Ready to Move,Resale,Semi-Furnished,East,3,"Sector 104, Noida Express Way, Noida",4d423734363438333433,2025-10-15T17:59:48.046228+00:00,290.0,27,38208.16864295125,759.0,25
"3 BHK Flat  for Sale in Sector 128, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2640-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-128-in-Noida&id=4d423831343433393133,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sector 128, Noida Express Way, Noida",4d423831343433393133,2025-10-15T17:59:48.047346+00:00,484.99999999999994,2,75781.24999999999,640.0,2
"3 BHK Flat  for Sale in Sector 75, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1732-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-75-in-Noida&id=4d423830363634323533,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sector 75, Noida",4d423830363634323533,2025-10-15T17:59:48.048533+00:00,229.99999999999997,25,31420.7650273224,732.0,17
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423830313130323435,Ready to Move,Resale,Semi-Furnished,North - East,3,"Noida Extension, Noida",4d423830313130323435,2025-10-15T17:59:48.049682+00:00,100.0,26,40000.0,250.0,25
"1 BHK Flat  for Sale in Kendriya Vihar, Sector 51, Noida",https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Sale-Kendriya-Vihar-in-Noida&id=4d423831343436343035,Ready to Move,Resale,Semi-Furnished,East,1,"Kendriya Vihar, Sector 51, Noida",4d423831343436343035,2025-10-15T17:59:48.050864+00:00,60.0,4,10909.09090909091,550.0,4
4 BHK Villa for Sale in Noida Extension Noida,https://www.magicbricks.com/propertyDetails/4-BHK-2450-Sq-ft-Villa-FOR-Sale-Noida-Extension-in-Noida&id=4d423830333932313535,Ready to Move,New Property,Semi-Furnished,North - West,4,Noida Extension Noida,4d423830333932313535,2025-10-15T17:59:48.052011+00:00,300.0,22,150000.0,200.0,10
