title,listing_url,area_raw,status,floor,transaction,furnishing,facing,bhk,locality,property_id,scraped_timestamp,price_raw
"3 BHK Flat  for Sale in Sector 10 Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1360-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-10-Noida-Extension-in-Noida&id=4d423736313636343535,1360 sqft,,3 out of 16,Resale,Unfurnished,,3,"Sector 10 Noida Extension, Noida",4d423736313636343535,2025-10-15T18:06:42.039002+00:00,₹85 Lac
"3 BHK Flat  for Sale in Sector 128, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1820-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Sector-128-in-Noida&id=4d423239313138333237,1820 sqft,Ready to Move,Ground out of 5,Resale,Furnished,,3,"Sector 128, Noida Express Way, Noida",4d423239313138333237,2025-10-15T18:06:42.040567+00:00,₹1.50 Cr
"3 BHK Flat  for Sale in Sector 146, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2500-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-146-in-Noida&id=4d423730363334363231,2500 sqft,Ready to Move,28 out of 31,Resale,Unfurnished,,3,"Sector 146, Noida",4d423730363334363231,2025-10-15T18:06:42.041809+00:00,₹4.25 Cr
"3 BHK Flat  for Sale in Sector 146, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-146-in-Noida&id=4d423739393234333539,1800 sqft,,27 out of 35,Resale,Semi-Furnished,,3,"Sector 146, Noida",4d423739393234333539,2025-10-15T18:06:42.043092+00:00,₹2.42 Cr
3 BHK  House for Sale in Noida Extension Noida,https://www.magicbricks.com/propertyDetails/3-BHK-1365-Sq-ft-Residential-House-FOR-Sale-Noida-Extension-in-Noida&id=4d423830373732353833,1365 sqft,,,Resale,Furnished,,3,Noida Extension Noida,4d423830373732353833,2025-10-15T18:06:42.044489+00:00,₹1.10 Cr
"3 BHK Flat  for Sale in Sector 74, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-74-in-Noida&id=4d423830323330383737,1300 sqft,Ready to Move,5 out of 25,Resale,Semi-Furnished,,3,"Sector 74, Noida",4d423830323330383737,2025-10-15T18:06:42.045798+00:00,₹1.33 Cr
"1 BHK Flat  for Sale in Sector 120, Noida",https://www.magicbricks.com/propertyDetails/1-BHK-585-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-120-in-Noida&id=4d423830323330383133,585 sqft,Ready to Move,18 out of 22,Resale,Semi-Furnished,East,1,"Sector 120, Noida",4d423830323330383133,2025-10-15T18:06:42.047312+00:00,₹55.5 Lac
"4 BHK Flat  for Sale in Sector 93, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2328-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-93-in-Noida&id=4d423736333433343539,2328 sqft,Ready to Move,3 out of 10,Resale,Furnished,,4,"Sector 93, Noida Express Way, Noida",4d423736333433343539,2025-10-15T18:06:42.048598+00:00,₹3.25 Cr
"3 BHK Flat  for Sale in Jaypee Wishtown Internal Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-820-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Noida&id=4d423735333838303537,820 sqft,Ready to Move,2 out of 12,Resale,Semi-Furnished,North - East,3,"Jaypee Wishtown Internal Road, Noida",4d423735333838303537,2025-10-15T18:06:42.050066+00:00,₹1.75 Cr
"1 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/1-BHK-30-Sq-yrd-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423333323032353135,30 sqyrd,Ready to Move,2 out of 4,Resale,Unfurnished,,1,"Noida Extension, Noida",4d423333323032353135,2025-10-15T18:06:42.051393+00:00,₹10.5 Lac
"3 BHK Flat  for Sale in Sector 146, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-146-in-Noida&id=4d423735343131313831,1800 sqft,Ready to Move,31 out of 36,Resale,Semi-Furnished,North - West,3,"Sector 146, Noida",4d423735343131313831,2025-10-15T18:06:42.053301+00:00,₹2.70 Cr
"3 BHK Flat  for Sale in Hindon Vihar, Sector 49, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1000-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Hindon-Vihar-in-Noida&id=4d423830353137313631,1000 sqft,Ready to Move,1 out of 5,Resale,Unfurnished,,3,"Hindon Vihar, Sector 49, Dadri Road, Noida",4d423830353137313631,2025-10-15T18:06:42.055221+00:00,₹45 Lac
"4 BHK  House for Sale in Sadarpur, Sector 45, Noida Express Way Noida",https://www.magicbricks.com/propertyDetails/4-BHK-495-Sq-ft-Residential-House-FOR-Sale-Sadarpur-in-Noida&id=4d423735333932373935,495 sqft,Ready to Move,,Resale,Furnished,,4,"Sadarpur, Sector 45, Noida Express Way Noida",4d423735333932373935,2025-10-15T18:06:53.034036+00:00,₹55 Lac
"3 BHK Flat  for Sale in Hindon Vihar, Sector 49, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1150-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Hindon-Vihar-in-Noida&id=4d423631353635343239,1150 sqft,Ready to Move,1 out of 4,Resale,Semi-Furnished,,3,"Hindon Vihar, Sector 49, Dadri Road, Noida",4d423631353635343239,2025-10-15T18:06:53.035747+00:00,₹41 Lac
1 BHK Flat  for Sale in  Noida,https://www.magicbricks.com/propertyDetails/1-BHK-323-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Noida&id=4d423332373632343231,323 sqft,Ready to Move,Ground out of 4,New Property,Semi-Furnished,,1,Noida,4d423332373632343231,2025-10-15T18:06:53.037484+00:00,₹13 Lac
"3 BHK Flat  for Sale in Sector 75, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-75-in-Noida&id=4d423631353331333331,1350 sqft,Ready to Move,9 out of 16,Resale,Semi-Furnished,,3,"Sector 75, Noida",4d423631353331333331,2025-10-15T18:06:53.039102+00:00,₹54 Lac
"5 BHK Flat  for Sale in Sector 128, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/5-BHK-6250-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-128-in-Noida&id=4d423532303835303035,6250 sqft,,15 out of 38,Resale,Semi-Furnished,North - East,5,"Sector 128, Noida Express Way, Noida",4d423532303835303035,2025-10-15T18:06:53.040684+00:00,₹9.37 Cr
"3 BHK Flat  for Sale in Sector 50, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2300-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-50-in-Noida&id=4d423631353836313035,2190 sqft,Ready to Move,19 out of 22,Resale,Furnished,North - East,3,"Sector 50, Noida",4d423631353836313035,2025-10-15T18:06:53.042239+00:00,₹2.90 Cr
"3 BHK Flat  for Sale in Sector 110, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1528-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-110-in-Noida&id=4d423733333330373831,1528 sqft,Ready to Move,13 out of 25,Resale,Unfurnished,,3,"Sector 110, Dadri Road, Noida",4d423733333330373831,2025-10-15T18:06:53.043824+00:00,₹1.32 Cr
"3 BHK Flat  for Sale in Wazidpur Sector 130, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1235-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Wazidpur-in-Noida&id=4d423830353135313235,1235 sqft,Ready to Move,1 out of 6,New Property,Semi-Furnished,East,3,"Wazidpur Sector 130, Noida",4d423830353135313235,2025-10-15T18:06:53.045556+00:00,₹74.9 Lac
"3 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2500-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423730383534373531,2500 sqft,Ready to Move,10 out of 34,Resale,Semi-Furnished,North - East,3,"Sector 107, Dadri Road, Noida",4d423730383534373531,2025-10-15T18:06:53.047275+00:00,₹8.40 Cr
"4 BHK Flat  for Sale in Sector 110, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-6001-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-110-in-Noida&id=4d423735333235353433,6001 sqft,Ready to Move,8 out of 8,Resale,Semi-Furnished,North - East,4,"Sector 110, Dadri Road, Noida",4d423735333235353433,2025-10-15T18:06:53.050220+00:00,₹6 Cr
"3 BHK Flat  for Sale in Sector 117, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-990-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-117-in-Noida&id=4d423736323838313633,990 sqft,,2 out of 13,Resale,Unfurnished,,3,"Sector 117, Noida",4d423736323838313633,2025-10-15T18:06:53.052144+00:00,₹85 Lac
"4 BHK Flat  for Sale in Sector 151, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-1855-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-151-in-Noida&id=4d423736323834303731,1855 sqft,Ready to Move,14 out of 22,Resale,Furnished,East,4,"Sector 151, Noida Express Way, Noida",4d423736323834303731,2025-10-15T18:06:53.054013+00:00,₹1.80 Cr
"3 BHK Flat  for Sale in Sector 76, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1455-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-76-in-Noida&id=4d423831313136363031,1455 sqft,Ready to Move,1 out of 16,Resale,Semi-Furnished,South - East,3,"Sector 76, Noida",4d423831313136363031,2025-10-15T18:06:53.055968+00:00,₹1.55 Cr
"3 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-3000-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423737343938303431,3000 sqft,,6 out of 6,New Property,Semi-Furnished,North - West,3,"Sector 107, Dadri Road, Noida",4d423737343938303431,2025-10-15T18:06:53.058718+00:00,₹1.50 Cr
"3 BHK Flat  for Sale in Sector 78, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1585-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-78-in-Noida&id=4d423830323236393039,1585 sqft,Ready to Move,11 out of 4,Resale,Furnished,,3,"Sector 78, Noida",4d423830323236393039,2025-10-15T18:06:53.060719+00:00,₹1.75 Cr
1 BHK  House for Sale in Noida Road Noida,https://www.magicbricks.com/propertyDetails/1-BHK-590-Sq-ft-Residential-House-FOR-Sale-in-Noida&id=4d423830393833393337,590 sqft,Ready to Move,1 out of 1,Resale,Furnished,,1,Noida Road Noida,4d423830393833393337,2025-10-15T18:06:53.062516+00:00,₹19.9 Lac
"3 BHK Flat  for Sale in Sector 70, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1664-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-70-in-Noida&id=4d423830393831363237,1664 sqft,Ready to Move,12 out of 23,Resale,Semi-Furnished,North - East,3,"Sector 70, Noida",4d423830393831363237,2025-10-15T18:06:53.063996+00:00,₹1.85 Cr
"3 BHK Flat  for Sale in Sector 100, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1981-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-100-in-Noida&id=4d423831323538393733,1650 sqft,Ready to Move,3 out of 25,Resale,Semi-Furnished,,3,"Sector 100, Noida",4d423831323538393733,2025-10-15T18:06:53.065910+00:00,₹2.80 Cr
"3 BHK Flat  for Sale in Sector 137, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1425-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-137-in-Noida&id=4d423738393435343235,1425 sqft,Ready to Move,17 out of 18,Resale,Semi-Furnished,,3,"Sector 137, Noida Express Way, Noida",4d423738393435343235,2025-10-15T18:06:53.068093+00:00,₹2 Cr
"1 BHK Flat  for Sale in Sector 132, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/1-BHK-494-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-132-in-Noida&id=4d423737343937323131,494 sqft,Ready to Move,6 out of 10,Resale,Unfurnished,,1,"Sector 132, Noida Express Way, Noida",4d423737343937323131,2025-10-15T18:06:53.069501+00:00,₹50 Lac
"3 BHK  House for Sale in Sector 143, Noida Express Way Noida",https://www.magicbricks.com/propertyDetails/3-BHK-900-Sq-ft-Residential-House-FOR-Sale-Sector-143-in-Noida&id=4d423636343830303633,900 sqft,Ready to Move,Ground out of 1,Resale,Semi-Furnished,,3,"Sector 143, Noida Express Way Noida",4d423636343830303633,2025-10-15T18:06:53.071049+00:00,₹31 Lac
3 BHK Flat  for Sale in  Noida,https://www.magicbricks.com/propertyDetails/3-BHK-1660-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Noida&id=4d423735343234333733,1660 sqft,Ready to Move,6 out of 26,Resale,Semi-Furnished,,3,Noida,4d423735343234333733,2025-10-15T18:06:53.072605+00:00,₹1.35 Cr
3 BHK Flat  for Sale in  Noida,https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Noida&id=4d423735343139373233,1550 sqft,Ready to Move,1 out of 9,Resale,Unfurnished,,3,Noida,4d423735343139373233,2025-10-15T18:06:53.074089+00:00,₹1.70 Cr
3 BHK Flat  for Sale in  Noida,https://www.magicbricks.com/propertyDetails/3-BHK-1750-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Noida&id=4d423830343939303839,1300 sqft,Ready to Move,6 out of 11,Resale,Semi-Furnished,North - East,3,Noida,4d423830343939303839,2025-10-15T18:06:53.076300+00:00,₹1.60 Cr
"3 BHK Flat  for Sale in Sector 119, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-119-in-Noida&id=4d423730373836323733,1250 sqft,Ready to Move,10 out of 22,Resale,Unfurnished,,3,"Sector 119, Pusta Road, Noida",4d423730373836323733,2025-10-15T18:06:53.078055+00:00,₹80 Lac
"1 BHK Flat  for Sale in Sector 73, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/1-BHK-475-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Sector-73-in-Noida&id=4d423830373536343539,475 sqft,Ready to Move,4 out of 6,Resale,Semi-Furnished,,1,"Sector 73, Noida Express Way, Noida",4d423830373536343539,2025-10-15T18:06:53.079388+00:00,₹16 Lac
1 BHK Flat  for Sale in  Noida,https://www.magicbricks.com/propertyDetails/1-BHK-650-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Noida&id=4d423531323637343532,550 sqft,Ready to Move,5 out of 6,Resale,Furnished,,1,Noida,4d423531323637343532,2025-10-15T18:06:53.081055+00:00,₹22 Lac
"3 BHK Flat  for Sale in Sector 48, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-48-in-Noida&id=4d423531323636313834,1450 sqft,Ready to Move,1 out of 9,Resale,Unfurnished,North - West,3,"Sector 48, Noida",4d423531323636313834,2025-10-15T18:06:53.084821+00:00,₹1.61 Cr
1 BHK Flat  for Sale in  Noida,https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Noida&id=4d423331333535373639,500 sqft,,14 out of 23,Resale,Furnished,,1,Noida,4d423331333535373639,2025-10-15T18:06:53.086581+00:00,₹25 Lac
"3 BHK Flat  for Sale in Sector 117, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-990-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-117-in-Noida&id=4d423331333136393937,990 sqft,Ready to Move,3 out of 7,Resale,Unfurnished,,3,"Sector 117, Noida",4d423331333136393937,2025-10-15T18:06:53.088377+00:00,₹50 Lac
3 BHK  House for Sale in E Block Sector 21 Noida,https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Residential-House-FOR-Sale-Sector-21-Block-E-in-Noida&id=4d423739393038363739,1800 sqft,Ready to Move,,Resale,Semi-Furnished,,3,E Block Sector 21 Noida,4d423739393038363739,2025-10-15T18:07:01.216193+00:00,₹2.50 Cr
"3 BHK Flat  for Sale in Sector 137, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1695-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-137-in-Noida&id=4d423331373230353439,1695 sqft,Ready to Move,Ground out of 24,New Property,Unfurnished,,3,"Sector 137, Noida Express Way, Noida",4d423331373230353439,2025-10-15T18:07:01.218543+00:00,₹85 Lac
"3 BHK Flat  for Sale in Sector 16B, Noida sector 16 Metro, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1275-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-16B-in-Noida&id=4d423531353430363237,1275 sqft,Ready to Move,14 out of 22,Resale,Semi-Furnished,,3,"Sector 16B, Noida sector 16 Metro, Noida",4d423531353430363237,2025-10-15T18:07:01.219918+00:00,₹50 Lac
"3 BHK Flat  for Sale in Sector 78, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2500-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-78-in-Noida&id=4d423735313739323537,2500 sqft,Ready to Move,3 out of 30,Resale,Furnished,,3,"Sector 78, Noida",4d423735313739323537,2025-10-15T18:07:01.220856+00:00,₹4 Cr
3 BHK Flat  for Sale in  Noida,https://www.magicbricks.com/propertyDetails/3-BHK-624-Sq-ft-Builder-Floor-Apartment-FOR-Sale-in-Noida&id=4d423830393731353733,624 sqft,,4 out of 6,Resale,Semi-Furnished,,3,Noida,4d423830393731353733,2025-10-15T18:07:01.222154+00:00,₹51 Lac
"4 BHK Flat  for Sale in Sector 146, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3250-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-146-in-Noida&id=4d423733313531343433,3250 sqft,,18 out of 36,Resale,Semi-Furnished,East,4,"Sector 146, Noida",4d423733313531343433,2025-10-15T18:07:01.223624+00:00,₹5.65 Cr
"3 BHK Flat  for Sale in Sector 137, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1295-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-137-in-Noida&id=4d423830373530343333,1295 sqft,Ready to Move,16 out of 19,Resale,Semi-Furnished,East,3,"Sector 137, Noida Express Way, Noida",4d423830373530343333,2025-10-15T18:07:01.224715+00:00,₹1.45 Cr
3 BHK Flat  for Sale in  Noida,https://www.magicbricks.com/propertyDetails/3-BHK-1920-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Noida&id=4d423630393336323733,1824 sqft,Ready to Move,1 out of 14,Resale,Semi-Furnished,,3,Noida,4d423630393336323733,2025-10-15T18:07:01.226434+00:00,₹85 Lac
"3 BHK Flat  for Sale in Sector 146, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2432-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-146-in-Noida&id=4d423738393037303439,2432 sqft,,27 out of 30,Resale,Semi-Furnished,,3,"Sector 146, Noida",4d423738393037303439,2025-10-15T18:07:01.227377+00:00,₹4.85 Cr
"1 BHK Flat  for Sale in Sector 10 Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/1-BHK-530-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-10-Noida-Extension-in-Noida&id=4d423830323036383533,530 sqft,Ready to Move,1 out of 1,Resale,Semi-Furnished,,1,"Sector 10 Noida Extension, Noida",4d423830323036383533,2025-10-15T18:07:01.228489+00:00,₹48 Lac
"4 BHK Flat  for Sale in Sector 115, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2799-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-115-in-Noida&id=4d423830373530393937,2799 sqft,,28 out of 30,Resale,Semi-Furnished,,4,"Sector 115, Noida",4d423830373530393937,2025-10-15T18:07:01.258689+00:00,₹4.20 Cr
"3 BHK Flat  for Sale in Sector 151, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1430-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-151-in-Noida&id=4d423830373530393733,1430 sqft,Ready to Move,4 out of 21,Resale,Semi-Furnished,North,3,"Sector 151, Noida Express Way, Noida",4d423830373530393733,2025-10-15T18:07:01.259986+00:00,₹1.25 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1380-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423335383033383233,1380 sqft,Ready to Move,13 out of 19,Resale,Semi-Furnished,,3,"Noida Extension, Noida",4d423335383033383233,2025-10-15T18:07:01.261155+00:00,₹60 Lac
"3 BHK Flat  for Sale in Sector 79, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1380-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-79-in-Noida&id=4d423739393534383933,1380 sqft,,8 out of 8,Resale,Semi-Furnished,,3,"Sector 79, Dadri Road, Noida",4d423739393534383933,2025-10-15T18:07:01.262264+00:00,₹1.96 Cr
"3 BHK Flat  for Sale in Sector 137, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1580-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-137-in-Noida&id=4d423830323631303631,1400 sqft,Ready to Move,14 out of 25,Resale,Furnished,North - East,3,"Sector 137, Noida Express Way, Noida",4d423830323631303631,2025-10-15T18:07:01.263496+00:00,₹1.60 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1535-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831343933353835,1535 sqft,,,New Property,Unfurnished,,3,"Noida Extension, Noida",4d423831343933353835,2025-10-15T18:07:01.264480+00:00,₹1.61 Cr
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2062-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423739393633303737,2062 sqft,,6 out of 28,Resale,Semi-Furnished,,3,"Sector 150, Pusta Road, Noida",4d423739393633303737,2025-10-15T18:07:01.265574+00:00,₹2.47 Cr
"1 BHK Flat  for Sale in Sector 82, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/1-BHK-550-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-82-in-Noida&id=4d423533343038353433,500 sqft,Ready to Move,3 out of 4,Resale,Unfurnished,,1,"Sector 82, Dadri Road, Noida",4d423533343038353433,2025-10-15T18:07:01.267426+00:00,₹52 Lac
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1260-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423735363034323037,850 sqft,Ready to Move,2 out of 35,Resale,Unfurnished,,3,"Noida Extension, Noida",4d423735363034323037,2025-10-15T18:07:01.269043+00:00,₹1.30 Cr
"4 BHK Flat  for Sale in Sector 143, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2750-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-143-in-Noida&id=4d423831323737323731,2750 sqft,Ready to Move,1 out of 14,Resale,Furnished,North - East,4,"Sector 143, Noida Express Way, Noida",4d423831323737323731,2025-10-15T18:07:01.270757+00:00,₹5 Cr
"3 BHK Flat  for Sale in Sector 146, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2770-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-146-in-Noida&id=4d423735363033313335,2770 sqft,,12 out of 35,Resale,Semi-Furnished,,3,"Sector 146, Noida",4d423735363033313335,2025-10-15T18:07:01.271743+00:00,₹4.95 Cr
"3 BHK Flat  for Sale in Sector 45, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-45-in-Noida&id=4d423735363032323433,1200 sqft,Ready to Move,1 out of 6,Resale,Semi-Furnished,,3,"Sector 45, Noida Express Way, Noida",4d423735363032323433,2025-10-15T18:07:01.272695+00:00,₹65 Lac
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1185-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423636393438303437,1185 sqft,Ready to Move,17 out of 22,Resale,Semi-Furnished,,3,"Noida Extension, Noida",4d423636393438303437,2025-10-15T18:07:01.273582+00:00,₹90 Lac
